City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
224,kerouane,9.2667,-9.0167,21.05,89,59,0.86,GN,1698041751
225,new norfolk,-42.7826,147.0587,19.28,54,57,2.9,AU,1698041751
226,anshun,26.25,105.9333,19.78,66,67,5.07,CN,1698041751
227,wattegama,6.7989,81.4808,25.66,83,100,1.99,LK,1698041751
228,oranjemund,-28.55,16.4333,16.87,80,35,2.98,NA,1698041751
229,vilyuysk,63.7553,121.6247,-1.02,92,100,0.45,RU,1698041752
230,coquimbo,-29.9533,-71.3436,14.85,82,100,1.03,CL,1698041752
231,prince george,53.9166,-122.753,-1.88,84,0,4.12,CA,1698041752
232,anadyr,64.75,177.4833,5.0,93,40,10.0,RU,1698041589
233,sayat,38.7839,63.8803,16.93,52,98,1.63,TM,1698041752
234,mejit,10.2753,170.8646,27.2,79,98,6.05,MH,1698041753
235,brisas de zicatela,15.8369,-97.0419,25.66,80,88,1.86,MX,1698041753
236,bandarbeyla,9.4942,50.8122,29.62,66,84,4.86,SO,1698041753
237,santa luzia,-19.7697,-43.8514,20.99,78,7,1.79,BR,1698041601
238,vorgashor,67.5833,63.95,-10.95,94,68,2.11,RU,1698041753
239,inari,68.906,27.0288,-4.89,93,25,1.58,FI,1698041754
240,saint-philippe,-21.3585,55.7679,26.77,73,6,4.27,RE,1698041754
241,jalai nur,49.45,117.7,12.27,39,0,6.34,CN,1698041754
242,siwa oasis,29.2041,25.5195,21.9,60,4,2.2,EG,1698041754
243,ust-nera,64.5667,143.2,-8.13,96,100,1.75,RU,1698041755
244,bonthe,7.5264,-12.505,25.72,84,72,1.31,SL,1698041755
245,dubinino,55.6192,89.0911,8.33,72,100,10.77,RU,1698041755
246,kimberley,-28.7323,24.7623,18.83,59,0,3.6,ZA,1698041756
247,filadelfia,39.9523,-75.1638,10.63,59,52,4.9,US,1698041470
248,nsanje,-16.92,35.262,32.54,47,92,2.6,MW,1698041756
249,sukagawa,37.2833,140.3833,19.36,66,75,4.12,JP,1698041756
250,ciudad del carmen,18.6333,-91.8333,27.16,72,100,5.07,MX,1698041756
251,amos,48.5669,-78.1162,-1.26,93,6,1.56,CA,1698041757
252,port mathurin,-19.6833,63.4167,24.67,80,5,5.88,MU,1698041757
253,naze,28.3667,129.4833,24.51,60,40,4.1,JP,1698041757
254,gamba,-2.65,10.0,24.58,92,100,2.41,GA,1698041757
255,bumba,2.1833,22.4667,23.04,95,78,0.31,CD,1698041757
256,port saint john's,-31.6229,29.5448,17.8,64,22,1.68,ZA,1698041758
257,alice town,25.7167,-79.3,26.07,62,84,2.3,BS,1698041758
258,brookings,44.3114,-96.7984,11.77,83,100,3.6,US,1698041758
259,oyama,36.3,139.8,22.23,33,76,2.24,JP,1698041758
260,livramento do brumado,-13.6431,-41.8406,20.15,88,51,2.11,BR,1698041759
261,luderitz,-26.6481,15.1594,15.99,80,15,0.43,NA,1698041759
262,jabat,7.75,168.9751,28.03,78,100,6.46,MH,1698041759
263,antofagasta,-23.65,-70.4,16.33,81,40,1.71,CL,1698041541
264,zernograd,46.8452,40.3083,16.54,64,100,4.23,RU,1698041759
265,pangkalanbuun,-2.6833,111.6167,31.57,61,99,2.03,ID,1698041760
266,koh kong,11.6175,102.9806,28.86,75,94,2.45,KH,1698041760
267,la passe,45.5549,-0.8967,12.13,91,100,2.35,FR,1698041760
268,hobyo,5.3505,48.5268,29.15,68,56,5.49,SO,1698041760
269,vorkuta,67.5,64.0,-10.44,94,68,2.0,RU,1698041647
270,kingston,17.997,-76.7936,28.53,86,20,1.54,JM,1698041455
271,borsa,47.6553,24.6633,9.56,86,67,0.98,RO,1698041761
272,hammerfest,70.6634,23.6821,1.25,64,75,2.57,NO,1698041761
273,mumford,5.2618,-0.759,25.28,90,100,3.25,GH,1698041761
274,arteche,12.2645,125.4048,29.73,68,74,2.8,PH,1698041761
275,amga,60.8953,131.9608,-2.89,89,100,2.2,RU,1698041762
276,puerto palomas,31.7667,-107.6167,20.94,37,0,4.33,MX,1698041762
277,gebeit,21.0667,36.3167,28.9,38,0,4.37,SD,1698041762
278,saint-joseph,-21.3667,55.6167,26.21,69,8,1.12,RE,1698041762
